message_id,message_text,timestamp,forwarded_from,sender_role,category
68c3c3f7-73e7-4e00-89cb-b2b9995ca62e,Please attend the Department meeting on 12-02-2026 at 10:45 AM in Conference Hall.,2026-01-25T07:33:32.289812Z,+919099426557,Tahsildar,meeting
94cede68-d094-4c51-b2ba-ab9b1c014a9f,Critical: Flood situation in Guntakal. Evacuation needed urgently.,2026-01-28T16:37:32.283320Z,+919204797518,Assistant Commissioner,disaster_alert
22b4bc19-6345-471e-8471-05754a379719,scheme implementation complete చేసి 06-02-2026 లోపు submit చేయండి.,2026-01-26T03:00:32.300591Z,+919008556222,Inspector,instruction
7623a98d-2313-4a51-919a-871b2c2aec2d,Notification: welfare schemes. For reference only.,2026-01-23T09:39:32.308157Z,+919057690572,Inspector,fyi
f0e6284c-05e5-477d-a92c-bd3f8ab14152,Notification: infrastructure development. For reference only.,2026-01-24T03:02:32.306994Z,+919651419214,Chief Engineer,fyi
71b5d34c-135b-47d0-9494-2b6bd7b39832,Ensure documentation is completed before 31-01-2026. No extensions.,2026-01-21T17:58:32.300313Z,+919964286030,Joint Collector,instruction
d52bb2c1-efd7-4192-8a1e-27eefaa02197,14-02-2026న 12:00 PMకి మీటింగ్. దయచేసి హాజరు అవ్వండి.,2026-01-22T02:16:32.293505Z,+919661397735,Mandal Officer,meeting
7140f2b3-8a6d-4af5-842a-15995329c0f5,inspection complete చేసి 10-02-2026 లోపు submit చేయండి.,2026-01-26T12:57:32.298557Z,+919948586963,Revenue Officer,instruction
894e203f-9b04-4b04-b4cf-409b5f4965ff,Status update: fund allocation is in progress. 25% completed.,2026-01-29T02:32:32.301466Z,+919935705069,Revenue Officer,status_update
b79738de-47e2-443c-a1fb-120eff015f7b,Please submit monthly report by 12-02-2026. This is urgent.,2026-01-24T21:31:32.299099Z,+919289726488,Tahsildar,instruction
48fec42f-0bbb-45c9-8fbb-f8ab10928dcb,field survey పూర్తయింది. రిపోర్ట్ attached.,2026-01-27T11:18:32.303095Z,+919708783863,Joint Collector,status_update
d00a3656-8528-4e05-9ecc-b46633d90ad6,Meeting on 28-02-2026 at 5:15 PM regarding revenue collection. Attendance mandatory.,2026-01-26T11:24:32.284239Z,+919237033713,Chief Engineer,meeting
42dfbedc-bb31-4060-8a0d-3ef2fad37278,Please note: disaster preparedness. No action required.,2026-01-21T16:31:32.307274Z,+919001078170,District Collector,fyi
c3e1f9de-a589-4502-a24c-31115c437f15,Emergency meeting postponed to 23-02-2026 at 5:30 PM. Venue: District Office.,2026-01-24T09:08:32.286953Z,+919097875314,Mandal Officer,meeting
aea5b01a-1f97-4aa7-9363-5633422a99ab,Notification: education initiatives. For reference only.,2026-01-28T14:27:32.308353Z,+919604376074,Chief Engineer,fyi
a37440a3-eaff-42a6-ae51-38d917cb2644,Kindly prepare compliance certificate and send to Housing Department by 09-02-2026.,2026-01-28T17:28:32.294214Z,+919026239563,Tahsildar,instruction
d8ceeb10-62cb-459c-8135-d543b8787e9c,infrastructure development progress report: under review. Expected completion: 11-02-2026.,2026-01-24T09:39:32.304484Z,+919163240652,Deputy Director,status_update
16cc98e8-81b0-4092-9797-a9bf94d29a8a,Flash flood warning for Nellore mandal. Alert all villages immediately.,2026-01-23T04:35:32.279122Z,+919763720584,Mandal Officer,disaster_alert
158c10a8-5c90-48cf-a03e-c01ee82e7865,Ensure documentation is completed before 12-02-2026. No extensions.,2026-01-23T05:23:32.294702Z,+919200710233,Inspector,instruction
a82719b4-8cdd-494a-834b-6944d47ac803,Please review and approve utilization certificate at the earliest.,2026-01-24T13:00:32.297477Z,+919606232734,Joint Collector,instruction
578f7b77-a8c0-4002-b28f-3b0644372db7,Action required: inspection. Deadline: 06-02-2026.,2026-01-21T20:16:32.298729Z,+919190616566,Superintendent,instruction
23b3c9d7-303d-40e8-8b76-63da3b390218,Circular: urban planning. Effective from 25-02-2026.,2026-01-28T08:53:32.306320Z,+919256846707,Assistant Commissioner,fyi
8401d665-2ddc-414c-8873-b6a112346f59,Reminder: Planning session tomorrow at 4:00 PM. Agenda: budget allocation.,2026-01-25T23:30:32.287700Z,+919338404733,Mandal Officer,meeting
13a14250-223f-4cc1-bfa1-9b721ef74f13,Ensure scheme implementation is completed before 05-02-2026. No extensions.,2026-01-26T21:21:32.294610Z,+919452786727,Assistant Commissioner,instruction
37dce3f7-64fa-4582-b414-073ba303f6d8,infrastructure development progress report: on track. Expected completion: 17-02-2026.,2026-01-26T15:30:32.302947Z,+919987890452,Deputy Director,status_update
64c59b96-019a-467c-9858-255deaa4332e,Please submit compliance certificate by 04-02-2026. This is urgent.,2026-01-25T06:06:32.300723Z,+919846304681,Department Secretary,instruction
d317b97b-bc02-43de-a875-f08b7f3a6912,Please review and approve utilization certificate at the earliest.,2026-01-27T17:01:32.298043Z,+919169804126,Project Director,instruction
45df73e7-27d2-40ed-a6be-da7878a425ac,FYI: New circular regarding disaster preparedness has been uploaded to portal.,2026-01-23T06:19:32.307473Z,+919203115715,Inspector,fyi
2bf135c1-678e-4e7b-82de-0a76c7ed05ce,Video conference scheduled for 15-02-2026 at 5:30 PM. Join link will be shared.,2026-01-26T04:12:32.292680Z,+919372599959,Revenue Officer,meeting
2ae842da-f25c-4cb3-81aa-68ad64cb484a,inspection complete చేసి 05-02-2026 లోపు submit చేయండి.,2026-01-24T07:03:32.297387Z,+919093278356,Tahsildar,instruction
3611f080-76f0-4c49-b932-01db8811d5a4,Delay in field survey due to staff shortage. New deadline: 24-02-2026.,2026-01-24T09:29:32.302781Z,+919996744449,Mandal Officer,status_update
7ce758c2-ed0b-4c5c-af55-84dc46243dd6,Emergency: Drought warning for Tadepalligudem district. Evacuate low-lying areas immediately.,2026-01-23T21:55:32.280863Z,+919686933854,Mandal Officer,disaster_alert
b400e6fa-77a9-4744-9c90-38d0b729a153,verification completed successfully. 392 beneficiaries covered.,2026-01-28T18:34:32.303503Z,+919560011015,Mandal Officer,status_update
922a9abd-7c3b-4ce2-9dcc-bad5c24c8763,Reminder: Emergency meeting tomorrow at 4:15 PM. Agenda: rural development.,2026-01-23T16:53:32.284968Z,+919705721333,Superintendent,meeting
871ed0ef-6385-4229-846f-341967d60664,Work on infrastructure development is on track. No major issues reported.,2026-01-26T20:57:32.301508Z,+919818018585,District Collector,status_update
ae9f9a58-cb9b-48c7-835a-045834cfb93b,scheme implementation complete చేసి 03-02-2026 లోపు submit చేయండి.,2026-01-28T12:41:32.294434Z,+919483154897,Mandal Officer,instruction
89e29529-1dc4-456d-b392-92b139da42e8,Please submit progress report by 13-02-2026. This is urgent.,2026-01-28T01:43:32.298330Z,+919217264348,Inspector,instruction
324dce38-1ecc-4120-ae83-0d40cc7d4484,For your information: project implementation.,2026-01-27T09:45:32.306657Z,+919690929441,Chief Engineer,fyi
f20b1c5b-9acc-42a6-ab83-88cffab30568,Kindly prepare budget proposal and send to Women and Child Welfare by 12-02-2026.,2026-01-24T13:56:32.298689Z,+919500611768,District Collector,instruction
d56f2c7e-5e7f-42d9-965a-ac86af695a65,Video conference postponed to 04-02-2026 at 9:45 AM. Venue: Collectorate.,2026-01-21T23:05:32.289646Z,+919836648945,Revenue Officer,meeting
1e6d6822-6a4b-4f17-add4-9c06a6bb86a8,Progress report for disaster preparedness: 85% done. On track.,2026-01-22T16:42:32.303906Z,+919515636087,Revenue Officer,status_update
969ee7b1-62d2-432d-ab03-949b508f4885,Circular: welfare schemes. Effective from 09-02-2026.,2026-01-23T01:51:32.306793Z,+919149486747,District Collector,fyi
4dd2032a-54ac-4c13-b002-ce238d5e3adb,Implement new scheme in Guntur mandal. Report progress weekly.,2026-01-24T17:21:32.300885Z,+919824335136,Revenue Officer,instruction
9ebe321d-ea4a-48c6-b03e-1717e9b43afa,Status update: fund allocation is under review. 70% completed.,2026-01-21T16:44:32.303745Z,+919278235126,Project Director,status_update
907ff8bd-3138-40e3-9410-58eb413da740,Delay in verification due to staff shortage. New deadline: 06-02-2026.,2026-01-24T14:53:32.304602Z,+919995229691,Mandal Officer,status_update
c7db4a2c-d493-4b9f-9643-4ab7c5bafc1c,Update on data collection: delayed. No issues.,2026-01-23T20:57:32.303706Z,+919309541975,Project Director,status_update
767169ee-bdd6-4ce6-9e14-6637b6b39f8b,Urgent Heavy rainfall in Tadpatri. Immediate evacuation చేయండి.,2026-01-24T05:45:32.281529Z,+919483027368,Inspector,disaster_alert
3b56bd72-6d8c-4e75-8806-bf634ee86450,Action required: inspection. Deadline: 01-02-2026.,2026-01-23T22:49:32.294524Z,+919949892605,Inspector,instruction
c35f1eaa-e48e-41cd-a90f-e3e7a6ea21a9,District meeting postponed to 05-02-2026 at 4:00 PM. Venue: Conference Hall.,2026-01-23T20:03:32.284331Z,+919900871293,Revenue Officer,meeting
c60b8717-ef22-4cf4-97de-53308181e016,వరద damage reported in Bobbili. 41 casualties. Send rescue teams.,2026-01-23T04:26:32.283050Z,+919066070947,Deputy Director,disaster_alert
0730878a-7548-4660-b2f2-a7a534ad1935,Kindly prepare expenditure statement and send to Stamps and Registration by 04-02-2026.,2026-01-28T09:27:32.299981Z,+919356237877,District Collector,instruction
a01f1469-06a7-4646-84a9-f38916f5a7c8,Urgent Heavy rainfall in Hindupur. Immediate evacuation చేయండి.,2026-01-24T01:57:32.281449Z,+919006977495,Tahsildar,disaster_alert
16a639ef-360a-4eba-8bd3-3fbd245e13ec,Information: agricultural support. Please share with your team.,2026-01-21T18:14:32.308401Z,+919564572336,Chief Engineer,fyi
bfacd3e8-4584-4505-b7ca-1791e4357ff6,Update on report preparation: completed. Some delays.,2026-01-25T20:27:32.304833Z,+919609053208,Assistant Commissioner,status_update
95ddfc3a-65f4-48db-afbd-0249f956b77e,Ensure documentation is completed before 09-02-2026. No extensions.,2026-01-27T14:19:32.300230Z,+919915606282,Project Director,instruction
3bfd9c2c-2573-48b9-96be-47ae45823c2f,Budget meeting postponed to 08-02-2026 at 10:15 AM. Venue: Conference Hall.,2026-01-27T07:32:32.283813Z,+919877121725,District Collector,meeting
02bf65a5-0782-4d5b-b725-405ec550bb8b,For your information: agricultural support.,2026-01-26T23:39:32.307510Z,+919734586860,Superintendent,fyi
fd39bef9-f16d-4d4f-923d-d66dba85e2f9,URGENT: వరద alert in Krishna. Immediate action required.,2026-01-22T11:22:32.279356Z,+919261668475,Mandal Officer,disaster_alert
9298a91f-8aa6-47f0-b1c5-f1a562d4a220,Alert: Heavy Landslide expected in Guntur. Please take necessary precautions.,2026-01-21T20:34:32.282780Z,+919364931249,Revenue Officer,disaster_alert
aa74e6ea-b19d-4fe0-8d06-338f9a3e7435,Attached: monthly report for your information.,2026-01-24T01:05:32.306010Z,+919517287012,Superintendent,fyi
e9115f8a-fd16-4fa9-ba31-2702b6775e4d,30-01-2026న 3:45 PMకి మీటింగ్. దయచేసి హాజరు అవ్వండి.,2026-01-26T23:38:32.288025Z,+919730634569,Department Secretary,meeting
88acb0f4-eb19-4a78-a465-3a086f47a114,documentation complete చేసి 31-01-2026 లోపు submit చేయండి.,2026-01-26T09:24:32.300456Z,+919443004210,Department Secretary,instruction
5aacae7b-ef36-4f19-a71f-773037d02661,Status update: verification is partially completed. 43% completed.,2026-01-21T18:03:32.302504Z,+919196487686,Project Director,status_update
1d8ce512-6aef-4698-9283-efd883bb0abd,Critical: Storm situation in Repalle. Emergency response needed urgently.,2026-01-23T17:52:32.278739Z,+919480734271,Superintendent,disaster_alert
e1a9ef29-5538-482a-9744-67484b2b37e8,Update on field survey: delayed. Some delays.,2026-01-28T07:28:32.303339Z,+919361191365,Project Director,status_update
d97e30f7-c160-4903-9cf7-c7944d9eea78,Status update: verification is on track. 40% completed.,2026-01-26T13:41:32.304990Z,+919559099313,Revenue Officer,status_update
3468921b-804f-4700-a587-5f6663d72faf,Request to verify project status report and provide status update by 10-02-2026.,2026-01-25T03:15:32.298427Z,+919365714892,Mandal Officer,instruction
393775ec-54c4-4f95-9b45-c2480de3626b,Action required: scheme implementation. Deadline: 02-02-2026.,2026-01-26T20:12:32.296678Z,+919654892591,Assistant Commissioner,instruction
ed71c753-ff84-4b75-930b-d9fed9bf5a17,Planning session postponed to 09-02-2026 at 9:45 AM. Venue: District Office.,2026-01-25T21:59:32.289233Z,+919296466753,Deputy Director,meeting
2c8d0ab4-40fc-4407-9d03-572c1955af45,Ensure report preparation is completed before 04-02-2026. No extensions.,2026-01-29T10:57:32.299806Z,+919789963382,District Collector,instruction
cafeb490-66df-4348-8182-503270e94d24,Kindly prepare progress report and send to Public Works Department by 10-02-2026.,2026-01-23T10:16:32.297177Z,+919473659938,Deputy Director,instruction
fb062d02-ee81-4f3d-96b8-21902e999f62,Urgent Heat wave in Anakapalle. Immediate evacuation చేయండి.,2026-01-26T20:31:32.280158Z,+919009595567,Revenue Officer,disaster_alert
33e38513-aa0b-499c-9b66-ac7980651a6a,Please attend the Review meeting on 19-02-2026 at 9:15 AM in Project Office.,2026-01-24T21:47:32.284156Z,+919654459705,Mandal Officer,meeting
0b47a1d7-f006-4b5b-a26c-542546612232,urban planning progress report: under review. Expected completion: 12-02-2026.,2026-01-24T12:16:32.304065Z,+919528109938,Superintendent,status_update
186c3d07-f5d6-410e-9c3c-1ba6e2335bb5,Circular: infrastructure development. Effective from 15-02-2026.,2026-01-25T19:58:32.308040Z,+919383671496,Deputy Director,fyi
1a8435c4-cc52-4b7d-a5cc-72897423248d,Urgent Cyclone in Narasaraopet. Immediate evacuation చేయండి.,2026-01-25T10:53:32.281195Z,+919797649140,Chief Engineer,disaster_alert
ef7ae99d-94ba-473b-9715-5178e45017d2,Meeting scheduled for 23-02-2026 at 9:30 AM to discuss agricultural support.,2026-01-23T05:07:32.286325Z,+919767602058,Department Secretary,meeting
8ebe4f48-435d-450a-bacf-a648fd1a91a1,FYI - agricultural support guidelines updated. Check portal for details.,2026-01-29T10:34:32.307552Z,+919309492348,Tahsildar,fyi
b4ac3d0a-c709-48fc-a87e-e2764c09b1b4,Video conference postponed to 26-02-2026 at 9:15 AM. Venue: Secretariat.,2026-01-22T22:15:32.292182Z,+919254525410,Department Secretary,meeting
dcd7852d-28b6-47f8-8c02-f228b366204c,data collection పూర్తయింది. రిపోర్ట్ attached.,2026-01-25T20:58:32.302726Z,+919717851758,Department Secretary,status_update
9d0ff783-bf5b-4c96-954d-c4bb80988085,Implement revised procedure in Sullurpeta mandal. Report progress weekly.,2026-01-22T12:45:32.297738Z,+919600770738,Chief Engineer,instruction
d084a6fa-eaf2-4747-9ba3-158e83629c9c,report preparation పూర్తయింది. రిపోర్ట్ attached.,2026-01-26T09:37:32.305107Z,+919184562028,Project Director,status_update
15d5206a-def8-4d1a-80be-477b4471618a,Flash flood warning for Rayachoti mandal. Alert all villages immediately.,2026-01-29T08:03:32.282262Z,+919573285583,Chief Engineer,disaster_alert
0e93e1e8-89e3-44ce-94c8-a9c296509304,Kindly prepare expenditure statement and send to Agriculture Department by 11-02-2026.,2026-01-23T17:58:32.300967Z,+919693483989,Deputy Director,instruction
5e946c11-4f35-44f9-ad7d-f20e1cd94d6d,Please attend the District meeting on 01-02-2026 at 9:15 AM in District Office.,2026-01-24T08:35:32.293256Z,+919420823108,Department Secretary,meeting
6d7a5aee-af2a-4d93-bab6-62e8a24d3d2d,For your information: infrastructure development.,2026-01-24T06:07:32.306281Z,+919594952863,Joint Collector,fyi
91205bbf-e9f3-40e4-86b0-bf00c3e557e1,Alert: Heavy Landslide expected in Naidupet. Please take necessary precautions.,2026-01-21T18:10:32.278233Z,+919247790405,Joint Collector,disaster_alert
0241dd0c-898c-460e-8b1c-9ab72529e141,Emergency meeting postponed to 30-01-2026 at 1:15 PM. Venue: Project Office.,2026-01-27T08:18:32.286483Z,+919119785188,Revenue Officer,meeting
3ed97465-d15b-47c5-b591-f4b3d0edaafe,Please attend the Department meeting on 21-02-2026 at 12:45 PM in District Office.,2026-01-27T22:46:32.289397Z,+919727235334,Assistant Commissioner,meeting
9d0454b5-d682-4949-a318-be06a3c04562,infrastructure development progress report: delayed. Expected completion: 06-02-2026.,2026-01-27T01:41:32.304563Z,+919577246149,Mandal Officer,status_update
777e512f-1c15-42e0-872b-8f5e8786f0f0,Please attend the Emergency meeting on 03-02-2026 at 4:00 PM in Mandal Office.,2026-01-26T14:13:32.293014Z,+919630827391,Mandal Officer,meeting
e45f2087-728a-4419-b692-9e770574ff82,Meeting on 21-02-2026 at 3:15 PM regarding health programs. Attendance mandatory.,2026-01-23T06:42:32.284724Z,+919971138255,Inspector,meeting
4ec71a7e-6db8-4ec0-9f5d-640212502e2d,Please submit action taken report by 13-02-2026. This is urgent.,2026-01-23T15:41:32.294348Z,+919947721791,Joint Collector,instruction
fe1b3456-c863-4f38-9e74-1910f9d0597c,Progress report for disaster preparedness: 90% done. On track.,2026-01-27T09:15:32.302167Z,+919158414145,Mandal Officer,status_update
423e66ee-a22e-4fe3-bd27-690d97e5ecfe,Meeting scheduled for 06-02-2026 at 5:30 PM to discuss welfare schemes.,2026-01-27T19:23:32.288187Z,+919727170107,Assistant Commissioner,meeting
